Header:
MFRSR SPECTRAL RESPONSE TEST:

Instrument Data:
Serial_number	Vis469
Instrument_rev	Yes_Mk1
Owner	DOE-ARM

Test_Conditions_Data:
Testing_agency	DOE-ARM_SRMS
Test_System_rev	D
Test_date	5/25/2016
Test_day	146	[Day_of_year]
Test_conductor	Craig Webb
Source_Type	175 watt Xenon_ARC
Monochromator_slit	85	microns
Wavelength_registration_line	361.1652	[nm]
Wavelength_registration_position	431533	[steps]

Comment:	From Japan/Mike Reynolds

Channel	Wavelength	Signal	
900	647	-3.235599E-05	4.036159E-06
900	647.25	-2.816293E-05	4.727426E-06
900	647.5	-3.920109E-05	5.36874E-06
900	647.75	-4.024038E-05	5.763015E-06
900	648	-3.540223E-05	4.303897E-06
900	648.25	-2.730281E-05	4.102405E-06
900	648.5	-3.855599E-05	5.251321E-06
900	648.75	-2.715945E-05	4.073272E-06
900	649	-2.57976E-05	4.674297E-06
900	649.25	-2.242881E-05	3.549225E-06
900	649.5	-4.102881E-05	4.657275E-06
900	649.75	-3.006232E-05	4.35646E-06
900	650	-3.533054E-05	4.284154E-06
900	650.25	-3.730163E-05	2.862668E-06
900	650.5	-3.902187E-05	4.295481E-06
900	650.75	-3.19259E-05	5.136928E-06
900	651	-3.016984E-05	5.822227E-06
900	651.25	-2.72311E-05	3.672277E-06
900	651.5	-3.855596E-05	4.491253E-06
900	651.75	-3.679988E-05	5.882542E-06
900	652	-2.852128E-05	3.597863E-06
900	652.25	-3.766E-05	5.468734E-06
900	652.5	-3.203342E-05	2.850303E-06
900	652.75	-4.084959E-05	5.900331E-06
900	653	-3.751665E-05	3.876064E-06
900	653.25	-3.192589E-05	6.18909E-06
900	653.5	-4.730045E-05	4.173805E-06
900	653.75	-3.543802E-05	5.309841E-06
900	654	-2.963226E-05	2.873415E-06
900	654.25	-3.067155E-05	4.875377E-06
900	654.5	-3.418368E-05	5.879479E-06
900	654.75	-3.267849E-05	5.382445E-06
900	655	-3.206924E-05	3.36694E-06
900	655.25	-4.203224E-05	3.696485E-06
900	655.5	-2.94889E-05	3.750563E-06
900	655.75	-3.507965E-05	5.671038E-06
900	656	-4.231895E-05	3.224436E-06
900	656.25	-3.515133E-05	5.121134E-06
900	656.5	-3.916519E-05	5.390619E-06
900	656.75	-3.267849E-05	3.524973E-06
900	657	-3.97386E-05	4.280102E-06
900	657.25	-3.29652E-05	5.210698E-06
900	657.5	-3.443456E-05	3.673248E-06
900	657.75	-3.253514E-05	3.626859E-06
900	658	-2.920219E-05	4.678064E-06
900	658.25	-4.271318E-05	5.477025E-06
900	658.5	-3.622647E-05	5.016201E-06
900	658.75	-3.995364E-05	4.710788E-06
900	659	-3.64415E-05	3.684614E-06
900	659.25	-3.095827E-05	3.995912E-06
900	659.5	-2.9023E-05	6.872334E-06
900	659.75	-3.543803E-05	6.068357E-06
900	660	-3.826925E-05	5.003212E-06
900	660.25	-3.375365E-05	4.793759E-06
900	660.5	-3.690741E-05	5.299806E-06
900	660.75	-4.411088E-05	3.190557E-06
900	661	-3.647735E-05	4.20338E-06
900	661.25	-3.780337E-05	4.572249E-06
900	661.5	-3.185424E-05	3.675871E-06
900	661.75	-3.812593E-05	2.821293E-06
900	662	-3.579644E-05	4.817459E-06
900	662.25	-3.533054E-05	4.808964E-06
900	662.5	-2.920221E-05	4.030105E-06
900	662.75	-4.203228E-05	4.028193E-06
900	663	-3.812592E-05	5.050837E-06
900	663.25	-3.912938E-05	4.150354E-06
900	663.5	-3.54739E-05	4.080202E-06
900	663.75	-3.282188E-05	5.090521E-06
900	664	-2.540338E-05	4.199084E-06
900	664.25	-3.493633E-05	3.867313E-06
900	664.5	-3.335946E-05	3.851042E-06
900	664.75	-3.758835E-05	5.23909E-06
900	665	-3.027737E-05	2.347179E-06
900	665.25	-4.640455E-05	3.734475E-06
900	665.5	-2.837795E-05	6.048694E-06
900	665.75	-3.092246E-05	5.191671E-06
900	666	-2.303806E-05	5.437491E-06
900	666.25	-3.53664E-05	4.871092E-06
900	666.5	-2.827044E-05	4.547574E-06
900	666.75	-3.318026E-05	5.071943E-06
900	667	-3.034905E-05	4.628291E-06
900	667.25	-3.3682E-05	4.947039E-06
900	667.5	-4.041958E-05	4.459128E-06
900	667.75	-3.783922E-05	4.445104E-06
900	668	-3.662072E-05	3.283122E-06
900	668.25	-2.57976E-05	5.696806E-06
900	668.5	-4.500686E-05	4.898028E-06
900	668.75	-2.33606E-05	5.729754E-06
900	669	-3.887852E-05	5.150591E-06
900	669.25	-3.386119E-05	4.265544E-06
900	669.5	-3.457795E-05	5.214791E-06
900	669.75	-4.088545E-05	4.110778E-06
900	670	-4.09213E-05	4.649824E-06
900	670.25	-3.006234E-05	3.200383E-06
900	670.5	-4.067043E-05	4.809617E-06
900	670.75	-3.393287E-05	5.010042E-06
900	671	-3.963112E-05	4.740806E-06
900	671.25	-3.2571E-05	4.072657E-06
900	671.5	-3.439874E-05	4.644618E-06
900	671.75	-4.124383E-05	3.990946E-06
900	672	-4.02762E-05	4.560497E-06
900	672.25	-4.325077E-05	5.852919E-06
900	672.5	-3.328776E-05	3.809441E-06
900	672.75	-3.690741E-05	6.23056E-06
900	673	-2.934556E-05	6.207656E-06
900	673.25	-3.518718E-05	3.992697E-06
900	673.5	-3.002648E-05	5.676975E-06
900	673.75	-3.973861E-05	7.807321E-06
900	674	-2.250046E-05	4.759717E-06
900	674.25	-4.041953E-05	5.029767E-06
900	674.5	-2.687273E-05	5.243703E-06
900	674.75	-2.461492E-05	3.026195E-06
900	675	-3.138832E-05	5.751709E-06
900	675.25	-3.69074E-05	4.026048E-06
900	675.5	-2.852127E-05	4.650451E-06
900	675.75	-3.117329E-05	4.110793E-06
900	676	-3.690739E-05	3.686066E-06
900	676.25	-3.239178E-05	5.673465E-06
900	676.5	-3.472126E-05	4.916721E-06
900	676.75	-2.741028E-05	5.742644E-06
900	677	-3.418369E-05	3.943714E-06
900	677.25	-3.386114E-05	4.056363E-06
900	677.5	-3.292935E-05	4.629473E-06
900	677.75	-2.784034E-05	4.149767E-06
900	678	-3.153167E-05	5.208693E-06
900	678.25	-3.074322E-05	5.257805E-06
900	678.5	-2.572588E-05	3.822677E-06
900	678.75	-3.224842E-05	4.524317E-06
900	679	-2.31097E-05	4.745331E-06
900	679.25	-2.991894E-05	4.239867E-06
900	679.5	-3.952355E-05	3.303269E-06
900	679.75	-2.945304E-05	6.001907E-06
900	680	-3.181836E-05	3.843562E-06
900	680.25	-3.511546E-05	4.143605E-06
900	680.5	-3.01698E-05	3.937484E-06
900	680.75	-3.325186E-05	4.020723E-06
900	681	-2.482991E-05	4.578994E-06
900	681.25	-2.196287E-05	3.563945E-06
900	681.5	-2.382645E-05	4.650891E-06
900	681.75	-2.264379E-05	2.051033E-06
900	682	-3.805417E-05	4.563041E-06
900	682.25	-3.687151E-05	4.955689E-06
900	682.5	-2.067269E-05	4.964107E-06
900	682.75	-2.683684E-05	3.807843E-06
900	683	-1.798483E-05	4.583357E-06
900	683.25	-2.569002E-05	6.253872E-06
900	683.5	-2.640678E-05	3.863244E-06
900	683.75	-1.891663E-05	5.313165E-06
900	684	-2.192702E-05	6.434791E-06
900	684.25	-2.72669E-05	3.390758E-06
900	684.5	-3.106574E-05	4.608058E-06
900	684.75	-3.020562E-05	4.498469E-06
900	685	-2.343222E-05	3.947002E-06
900	685.25	-2.371893E-05	2.910986E-06
900	685.5	-2.984725E-05	4.849148E-06
900	685.75	-3.124492E-05	4.469076E-06
900	686	-3.214089E-05	4.613551E-06
900	686.25	-2.543916E-05	4.995956E-06
900	686.5	-3.271429E-05	3.287634E-06
900	686.75	-2.733858E-05	4.267796E-06
900	687	-2.809118E-05	4.878212E-06
900	687.25	-2.887962E-05	4.626633E-06
900	687.5	-3.077905E-05	5.001582E-06
900	687.75	-2.482992E-05	4.120845E-06
900	688	-2.855708E-05	5.47268E-06
900	688.25	-3.461373E-05	4.497552E-06
900	688.5	-3.113742E-05	4.640907E-06
900	688.75	-3.482875E-05	4.857602E-06
900	689	-2.798367E-05	4.305878E-06
900	689.25	-2.859293E-05	3.058326E-06
900	689.5	-3.325188E-05	4.967096E-06
900	689.75	-2.590507E-05	5.668217E-06
900	690	-3.239177E-05	5.168537E-06
900	690.25	-2.991894E-05	4.068867E-06
900	690.5	-2.554668E-05	4.995358E-06
900	690.75	-3.479292E-05	5.711494E-06
900	691	-2.819871E-05	5.111663E-06
900	691.25	-2.848543E-05	3.847739E-06
900	691.5	-3.80542E-05	4.142574E-06
900	691.75	-3.389699E-05	3.440004E-06
900	692	-3.353861E-05	4.575631E-06
900	692.25	-2.966809E-05	3.843861E-06
900	692.5	-2.866462E-05	5.792341E-06
900	692.75	-3.46496E-05	3.787311E-06
900	693	-3.32519E-05	5.047512E-06
900	693.25	-3.332358E-05	5.507504E-06
900	693.5	-3.085075E-05	4.715542E-06
900	693.75	-3.515132E-05	4.185635E-06
900	694	-2.321722E-05	4.967012E-06
900	694.25	-3.106578E-05	5.284515E-06
900	694.5	-2.859295E-05	2.910695E-06
900	694.75	-3.17467E-05	4.701265E-06
900	695	-3.751665E-05	4.713528E-06
900	830	-1.819987E-05	5.472076E-06
900	830.25	-1.877329E-05	5.08578E-06
900	830.5	-2.970393E-05	3.867807E-06
900	830.75	-3.271434E-05	4.872039E-06
900	831	-2.382647E-05	4.539669E-06
900	831.25	-3.357445E-05	4.438289E-06
900	831.5	-3.708658E-05	3.531607E-06
900	831.75	-3.482879E-05	2.995124E-06
900	832	-3.665652E-05	4.737144E-06
900	832.25	-3.973861E-05	3.113979E-06
900	832.5	-3.429121E-05	4.336743E-06
900	832.75	-3.11733E-05	3.795986E-06
900	833	-2.361144E-05	5.272202E-06
900	833.25	-3.059987E-05	4.842617E-06
900	833.5	-1.927503E-05	4.702874E-06
900	833.75	-1.217908E-05	3.47558E-06
900	834	1.340938E-05	4.45172E-06
900	834.25	2.745797E-05	4.070392E-06
900	834.5	4.548461E-05	4.436198E-06
900	834.75	5.903148E-05	5.111768E-06
900	835	3.903372E-05	4.550659E-06
900	835.25	2.49493E-05	5.053979E-06
900	835.5	1.129493E-05	3.797873E-06
900	835.75	-7.269247E-06	4.056364E-06
900	836	-9.742081E-06	4.21648E-06
900	836.25	-2.701605E-05	5.539541E-06
900	836.5	-2.296634E-05	4.782759E-06
900	836.75	-2.877212E-05	5.924842E-06
900	837	-4.292817E-05	3.855499E-06
900	837.25	-4.357327E-05	3.30545E-06
900	837.5	-3.51513E-05	4.77764E-06
900	837.75	-4.396748E-05	5.711093E-06
900	838	-4.482758E-05	5.168273E-06
900	838.25	-3.629811E-05	6.674693E-06
900	838.5	-4.665533E-05	4.666452E-06
900	838.75	-4.855474E-05	5.131069E-06
900	839	-5.436052E-05	4.6189E-06
900	839.25	-4.357326E-05	5.156289E-06
900	839.5	-4.561601E-05	4.3487E-06
900	839.75	-3.662066E-05	3.033281E-06
900	840	-4.088538E-05	4.704705E-06
900	840.25	-3.32877E-05	4.450535E-06
900	840.5	-3.153163E-05	5.83641E-06
900	840.75	-6.516639E-06	2.910055E-06
900	841	2.442894E-06	3.467194E-06
900	841.25	7.675258E-06	2.931487E-06
900	841.5	-2.135361E-05	3.875488E-06
900	841.75	-4.292815E-05	4.516817E-06
900	842	-2.96322E-05	4.871695E-06
900	842.25	-4.110039E-05	6.297053E-06
900	842.5	-4.568767E-05	4.16699E-06
900	842.75	-4.153045E-05	4.094352E-06
900	843	-5.572232E-05	4.144583E-06
900	843.25	-4.841136E-05	4.660299E-06
900	843.5	-4.945065E-05	3.058206E-06
900	843.75	-5.14576E-05	4.318551E-06
900	844	-4.321482E-05	5.414648E-06
900	844.25	-5.901942E-05	3.958247E-06
900	844.5	-5.299861E-05	5.341636E-06
900	844.75	-4.841135E-05	3.906021E-06
900	845	-5.14934E-05	4.254059E-06
900	845.25	-5.152924E-05	3.605126E-06
900	845.5	-4.497088E-05	3.609221E-06
900	845.75	-5.314197E-05	4.033531E-06
900	846	-4.769457E-05	3.27358E-06
900	846.25	-5.084833E-05	4.798318E-06
900	846.5	-4.400325E-05	3.968831E-06
900	846.75	-5.715581E-05	4.811711E-06
900	847	-4.790961E-05	5.174574E-06
900	847.25	-4.902058E-05	5.14022E-06
900	847.5	-5.396625E-05	5.158097E-06
900	847.75	-4.848301E-05	4.882519E-06
900	848	-4.909228E-05	5.578436E-06
900	848.25	-5.633155E-05	3.210481E-06
900	848.5	-4.020443E-05	3.549759E-06
900	848.75	-5.722751E-05	4.275659E-06
900	849	-5.074082E-05	4.375883E-06
900	849.25	-5.178013E-05	5.684451E-06
900	849.5	-4.694197E-05	4.23154E-06
900	849.75	-6.048877E-05	4.507784E-06
900	850	-4.672696E-05	4.834054E-06
900	850.25	-5.848186E-05	4.23257E-06
900	850.5	-4.876974E-05	4.901731E-06
900	850.75	-5.077665E-05	5.757426E-06
900	851	-4.823218E-05	6.075481E-06
900	851.25	-4.597438E-05	3.836034E-06
900	851.5	-4.722872E-05	5.113962E-06
900	851.75	-5.855353E-05	5.045991E-06
900	852	-4.149462E-05	4.736748E-06
900	852.25	-4.307149E-05	5.047039E-06
900	852.5	-5.364373E-05	3.705985E-06
900	852.75	-5.052581E-05	3.960176E-06
900	853	-5.228188E-05	3.885289E-06
900	853.25	-5.231773E-05	4.419402E-06
900	853.5	-4.507844E-05	4.24471E-06
900	853.75	-4.905646E-05	4.770521E-06
900	854	-4.457671E-05	4.362167E-06
900	854.25	-5.199519E-05	4.428306E-06
900	854.5	-5.461138E-05	4.869456E-06
900	854.75	-4.988076E-05	5.200767E-06
900	855	-5.199521E-05	3.874091E-06
900	855.25	-5.32137E-05	6.296886E-06
900	855.5	-4.998827E-05	3.763797E-06
900	855.75	-4.798135E-05	5.627307E-06
900	856	-4.256979E-05	5.082264E-06
900	856.25	-4.780217E-05	4.517641E-06
900	856.5	-4.862644E-05	3.546827E-06
900	856.75	-5.059754E-05	5.145319E-06
900	857	-5.898367E-05	3.304932E-06
900	857.25	-4.611776E-05	4.441484E-06
900	857.5	-4.694203E-05	4.16372E-06
900	857.75	-5.242528E-05	3.668951E-06
900	858	-4.615361E-05	4.327369E-06
900	858.25	-4.966575E-05	4.093781E-06
900	858.5	-5.382297E-05	3.663288E-06
900	858.75	-4.690623E-05	5.497946E-06
900	859	-4.952242E-05	3.963387E-06
900	859.25	-5.081258E-05	3.8106E-06
900	859.5	-5.142183E-05	5.102232E-06
900	859.75	-5.142183E-05	4.137006E-06
900	860	-4.801719E-05	5.416458E-06
900	860.25	-4.927154E-05	3.297107E-06
900	860.5	-4.443339E-05	3.791396E-06
900	860.75	-4.629698E-05	5.432836E-06
900	861	-4.554437E-05	4.268299E-06
900	861.25	-4.486345E-05	3.352073E-06
900	861.5	-5.733512E-05	5.370699E-06
900	861.75	-4.002531E-05	4.574103E-06
900	862	-4.597443E-05	5.275459E-06
900	862.25	-4.142299E-05	4.198537E-06
900	862.5	-5.260448E-05	5.001712E-06
900	862.75	-5.038251E-05	4.327139E-06
900	863	-5.45039E-05	4.508107E-06
900	863.25	-4.626113E-05	4.35595E-06
900	863.5	-4.866229E-05	5.097125E-06
900	863.75	-5.095594E-05	4.428293E-06
900	864	-4.167385E-05	3.975214E-06
900	864.25	-5.199521E-05	4.481563E-06
900	864.5	-4.199639E-05	4.1704E-06
900	864.75	-5.124261E-05	3.750047E-06
900	865	-4.346576E-05	4.870352E-06
900	865.25	-4.626112E-05	4.492013E-06
900	865.5	-4.063454E-05	4.952379E-06
900	865.75	-5.615244E-05	5.414152E-06
900	866	-4.464839E-05	4.975003E-06
900	866.25	-4.446921E-05	4.320652E-06
900	866.5	-5.170851E-05	4.801564E-06
900	866.75	-4.231893E-05	3.878362E-06
900	867	-4.601025E-05	4.186247E-06
900	867.25	-3.855593E-05	4.27568E-06
900	867.5	-3.712239E-05	2.691174E-06
900	867.75	-4.540101E-05	3.327438E-06
900	868	-3.712239E-05	5.642994E-06
900	868.25	-3.232008E-05	4.406694E-06
900	868.5	-4.461256E-05	3.432402E-06
900	868.75	-4.049116E-05	5.378475E-06
900	869	-4.296399E-05	4.465995E-06
900	869.25	-5.195936E-05	4.212294E-06
900	869.5	-3.636977E-05	3.356325E-06
900	869.75	-4.317901E-05	4.847013E-06
900	870	-4.661947E-05	5.26099E-06
900	870.25	-3.396863E-05	4.343234E-06
900	870.5	-3.497208E-05	3.662915E-06
900	870.75	-3.357441E-05	4.362494E-06
900	871	-3.572469E-05	3.462206E-06
900	871.25	-4.558015E-05	3.181414E-06
900	871.5	-3.841254E-05	3.297234E-06
900	871.75	-3.006227E-05	3.937336E-06
900	872	-3.002643E-05	3.985734E-06
900	872.25	-3.199751E-05	3.88119E-06
900	872.5	-2.877209E-05	4.384062E-06
900	872.75	-2.837787E-05	4.21695E-06
900	873	-4.16738E-05	4.946795E-06
900	873.25	-2.848538E-05	3.671397E-06
900	873.5	-3.798248E-05	3.337178E-06
900	873.75	-3.482873E-05	4.533058E-06
900	874	-3.239172E-05	4.939172E-06
900	874.25	-2.665764E-05	4.308261E-06
900	874.5	-2.253626E-05	2.624268E-06
900	874.75	-2.232124E-05	3.407133E-06
900	875	-3.830501E-05	5.293777E-06
900	875.25	-2.622757E-05	4.801618E-06
900	875.5	-2.4364E-05	3.793122E-06
900	875.75	-2.189117E-05	3.227793E-06
900	876	-1.913163E-05	4.734185E-06
900	876.25	-2.884375E-05	3.669199E-06
900	876.5	-2.38981E-05	4.175117E-06
900	876.75	-1.941834E-05	3.819741E-06
900	877	-2.207035E-05	5.470137E-06
900	877.25	-1.694552E-05	3.849791E-06
900	877.5	-2.264377E-05	5.307079E-06
900	877.75	-2.597671E-05	4.404731E-06
900	878	-1.594205E-05	3.155628E-06
900	878.25	-1.579869E-05	4.541284E-06
900	878.5	-2.382642E-05	5.312977E-06
900	878.75	-2.03143E-05	5.156978E-06
900	879	-9.347834E-06	5.434777E-06
900	879.25	-2.681951E-06	4.2695E-06
900	879.5	4.629036E-06	5.500894E-06
900	879.75	1.107991E-05	6.092017E-06
900	880	1.670648E-05	3.962872E-06
900	880.25	3.47331E-05	4.252886E-06
900	880.5	4.810077E-05	4.435358E-06
900	880.75	8.702106E-05	4.244405E-06
900	881	0.0001246512	4.53737E-06
900	881.25	0.0001709542	2.521499E-06
900	881.5	0.0002120248	3.850956E-06
900	881.75	0.000230589	3.351359E-06
900	882	0.0002211636	4.221345E-06
900	882.25	0.0002144976	4.002952E-06
900	882.5	0.0002501208	4.866791E-06
900	882.75	0.0002537048	6.244613E-06
900	883	0.0002267902	2.783693E-06
900	883.25	0.0002106271	3.554013E-06
900	883.5	0.0001742156	5.601642E-06
900	883.75	0.0001528918	5.401635E-06
900	884	0.0001314964	3.591461E-06
900	884.25	9.759342E-05	3.061788E-06
900	884.5	8.304306E-05	5.020339E-06
900	884.75	6.369042E-05	4.756761E-06
900	885	4.921176E-05	4.762321E-06
900	885.25	2.885565E-05	4.82846E-06
900	885.5	3.129264E-05	2.596424E-06
900	885.75	3.193773E-05	3.863814E-06
900	886	2.735044E-05	3.260296E-06
900	886.25	2.175968E-05	3.735858E-06
900	886.5	1.104405E-05	3.85271E-06
900	886.75	1.233423E-05	3.302368E-06
900	887	1.654456E-06	3.642489E-06
900	887.25	8.069482E-06	3.237866E-06
900	887.5	-2.968656E-06	6.030035E-06
900	887.75	4.73654E-06	4.456088E-06
900	888	-3.327048E-06	4.190086E-06
900	888.25	5.076326E-07	4.377573E-06
900	888.5	-7.806823E-06	2.849149E-06
900	888.75	-1.49386E-05	4.257102E-06
900	889	-7.19756E-06	5.19105E-06
900	889.25	-1.526114E-05	4.55666E-06
900	889.5	-2.070855E-05	3.546063E-06
900	889.75	-1.590623E-05	5.369505E-06
900	890	-8.666928E-06	4.294367E-06
900	890.25	-1.848658E-05	3.737374E-06
900	890.5	-1.379177E-05	4.250929E-06
900	890.75	-1.185652E-05	4.1841E-06
900	891	-1.332589E-05	4.063991E-06
900	891.25	-9.204503E-06	3.838511E-06
900	891.5	-1.619294E-05	3.727872E-06
900	891.75	-9.742074E-06	3.093286E-06
900	892	-1.23941E-05	3.846958E-06
900	892.25	-6.158259E-06	4.446642E-06
900	892.5	-1.895247E-05	3.318397E-06
900	892.75	-2.144379E-06	5.13915E-06
900	893	-2.753631E-06	5.393185E-06
900	893.25	8.66016E-07	4.255041E-06
900	893.5	1.434116E-05	1.871572E-06
900	893.75	2.158049E-05	4.028378E-06
900	894	3.401636E-05	5.656741E-06
900	894.25	4.028804E-05	4.386471E-06
900	894.5	6.659331E-05	3.61552E-06
900	894.75	9.218181E-05	5.335593E-06
900	895	0.0001229668	2.854738E-06
900	895.25	0.0001580883	4.060665E-06
900	895.5	0.0001699507	3.005572E-06
900	895.75	0.0001496305	3.302544E-06
900	896	0.0001236119	3.10552E-06
900	896.25	0.0001031483	4.258773E-06
900	896.5	7.591123E-05	4.106758E-06
900	896.75	5.394239E-05	3.895758E-06
900	897	3.949959E-05	3.877012E-06
900	897.25	1.982441E-05	3.642806E-06
900	897.5	2.007527E-05	3.788032E-06
900	897.75	1.315851E-05	4.921355E-06
900	898	1.498626E-05	4.492241E-06
900	898.25	1.054232E-05	3.936166E-06
900	898.5	4.66486E-06	3.22948E-06
900	898.75	-1.391777E-06	4.847207E-06
900	899	-7.108528E-07	4.621263E-06
900	899.25	-8.236856E-06	4.54722E-06
900	899.5	-2.574437E-06	4.266478E-06
900	899.75	-1.497442E-05	3.223214E-06
900	900	-4.796398E-06	4.277566E-06
900	900.25	-1.12831E-05	2.770682E-06
900	900.5	-1.189234E-05	4.348469E-06
900	900.75	-1.113973E-05	5.382111E-06
900	901	-2.350388E-05	2.782808E-06
900	901.25	-1.48669E-05	4.678391E-06
900	901.5	-1.540447E-05	3.927628E-06
900	901.75	-1.665881E-05	3.380577E-06
900	902	-1.422181E-05	4.719891E-06
900	902.25	-1.515361E-05	3.187216E-06
900	902.5	-1.819985E-05	2.529287E-06
900	902.75	-1.612124E-05	2.993262E-06
900	903	-1.070969E-05	2.892838E-06
900	903.25	-2.717792E-06	3.500271E-06
900	903.5	1.581052E-05	2.785865E-06
900	903.75	3.18302E-05	4.440306E-06
900	904	6.111002E-05	3.663745E-06
900	904.25	0.0001104951	3.690989E-06
900	904.5	0.00016479	4.735546E-06
900	904.75	0.0002184398	4.678348E-06
900	905	0.0002385092	4.029211E-06
900	905.25	0.0001997681	3.697942E-06
900	905.5	0.0001465842	3.938347E-06
900	905.75	9.992283E-05	4.870718E-06
900	906	6.587651E-05	4.361446E-06
900	906.25	3.462559E-05	4.629839E-06
900	906.5	2.365911E-05	5.078117E-06
900	906.75	6.349254E-06	3.937307E-06
900	907	-1.678493E-06	3.253471E-06
900	907.25	-5.907385E-06	4.12431E-06
900	907.5	-3.864614E-06	4.326448E-06
900	907.75	-1.124727E-05	3.733227E-06
900	908	-1.70172E-05	3.759113E-06
900	908.25	-2.493743E-05	3.377159E-06
900	908.5	-2.153281E-05	4.124617E-06
900	908.75	-2.246461E-05	3.596551E-06
900	909	-2.479408E-05	4.562902E-06
900	909.25	-2.916633E-05	4.321065E-06
900	909.5	-2.070854E-05	3.110194E-06
900	909.75	-2.027849E-05	5.024656E-06
900	910	-3.482875E-05	3.144395E-06
900	910.25	-2.572588E-05	4.058014E-06
900	910.5	-3.006228E-05	3.119288E-06
900	910.75	-2.859293E-05	3.344186E-06
900	911	-3.059986E-05	3.40416E-06
900	911.25	-1.769814E-05	4.719759E-06
900	911.5	-2.615594E-05	3.776743E-06
900	911.75	-2.210622E-05	5.12445E-06
900	912	-1.561952E-05	4.653884E-06
900	912.25	-2.16045E-05	3.662216E-06
900	912.5	-2.017098E-05	4.370081E-06
900	912.75	-1.185653E-05	3.874902E-06
900	913	-1.769815E-05	3.667104E-06
900	913.25	-7.591791E-06	4.21345E-06
900	913.5	-6.122419E-06	4.944772E-06
900	913.75	4.17349E-08	3.317435E-06
900	914	-2.932832E-06	3.615098E-06
900	914.25	6.95851E-06	4.944154E-06
900	914.5	2.161633E-05	3.498692E-06
900	914.75	2.401749E-05	3.765895E-06
900	915	5.071698E-05	3.507045E-06
900	915.25	7.32234E-05	3.936103E-06
900	915.5	0.0001071264	3.641067E-06
900	915.75	0.00015153	4.137934E-06
900	916	0.000189626	4.819115E-06
900	916.25	0.0002379718	5.443194E-06
900	916.5	0.0002719106	4.764031E-06
900	916.75	0.0002783974	2.874094E-06
900	917	0.0002653881	4.352113E-06
900	917.25	0.000222203	4.995462E-06
900	917.5	0.0001834618	3.417038E-06
900	917.75	0.00015153	3.388605E-06
900	918	0.0001226443	3.983423E-06
900	918.25	9.089164E-05	4.921553E-06
900	918.5	7.612627E-05	4.510748E-06
900	918.75	5.738289E-05	4.550359E-06
900	919	4.781406E-05	4.457328E-06
900	919.25	4.093312E-05	3.691609E-06
900	919.5	3.211691E-05	3.915854E-06
900	919.75	3.29412E-05	4.722567E-06
900	920	1.237007E-05	4.623602E-06
900	920.25	1.548799E-05	3.149572E-06
900	920.5	1.383944E-05	4.866228E-06
900	920.75	3.374692E-06	3.898515E-06
900	921	4.234807E-06	4.23106E-06
900	921.25	1.520128E-05	3.52105E-06
900	921.5	6.456768E-06	3.705529E-06
900	921.75	7.316887E-06	4.15154E-06
900	922	-2.323569E-06	4.37574E-06
900	922.25	-3.542063E-06	4.434347E-06
900	922.5	6.509903E-07	3.341627E-06
900	922.75	-5.154789E-06	3.792727E-06
900	923	-8.416049E-06	3.84564E-06
900	923.25	-1.056634E-05	3.852255E-06
900	923.5	-1.357673E-05	3.926773E-06
900	923.75	-1.443685E-05	3.273886E-06
900	924	-2.52241E-05	4.000116E-06
900	924.25	-1.117557E-05	5.59074E-06
900	924.5	-1.89166E-05	3.995387E-06
900	924.75	-2.414895E-05	4.177369E-06
900	925	-7.44842E-06	2.615962E-06
900	925.25	-2.199867E-05	3.006151E-06
900	925.5	-2.318133E-05	3.704133E-06
900	925.75	-2.393392E-05	4.459483E-06
900	926	-3.235587E-05	4.164108E-06
900	926.25	-3.533042E-05	4.121895E-06
900	926.5	-2.748189E-05	4.505091E-06
900	926.75	-3.930844E-05	4.642653E-06
900	927	-2.62634E-05	3.370281E-06
900	927.25	-2.504489E-05	4.765696E-06
900	927.5	-2.110271E-05	2.846638E-06
900	927.75	-2.920211E-05	3.961216E-06
900	928	-2.551078E-05	3.203069E-06
900	928.25	-2.30738E-05	4.498703E-06
900	928.5	-3.070732E-05	3.806171E-06
900	928.75	-2.314548E-05	3.143573E-06
900	929	-2.687263E-05	4.189033E-06
900	929.25	-2.56183E-05	3.897478E-06
900	929.5	-2.493737E-05	4.473396E-06
900	929.75	-2.809112E-05	5.565191E-06
900	930	-1.716052E-05	2.540853E-06
900	930.25	-2.418478E-05	5.371964E-06
900	930.5	-1.809231E-05	3.451365E-06
900	930.75	-2.497322E-05	4.123643E-06
900	931	-1.683798E-05	3.770194E-06
900	931.25	-1.737555E-05	3.584263E-06
900	931.5	-2.03501E-05	4.842662E-06
900	931.75	-1.90241E-05	3.185243E-06
900	932	-2.497321E-05	4.809884E-06
900	932.25	-2.239289E-05	3.041194E-06
900	932.5	-2.318132E-05	3.903022E-06
900	932.75	-2.074433E-05	5.139233E-06
900	933	-2.002757E-05	3.035628E-06
900	933.25	-2.827033E-05	4.01324E-06
900	933.5	-2.855703E-05	3.183541E-06
900	933.75	-3.174661E-05	3.048435E-06
900	934	-3.640556E-05	3.946057E-06
900	934.25	-1.852237E-05	3.840956E-06
900	934.5	-2.386225E-05	4.54464E-06
900	934.75	-1.583452E-05	3.925608E-06
900	935	-1.945417E-05	3.525594E-06
900	935.25	-1.153395E-05	3.741853E-06
900	935.5	-1.425765E-05	4.384485E-06
900	935.75	-1.135477E-05	2.595945E-06
