Header:
MFRSR SPECTRAL RESPONSE TEST:

Instrument Data:
Serial_number	Vis469
Instrument_rev	Yes_Mk1
Owner	DOE-ARM

Test_Conditions_Data:
Testing_agency	DOE-ARM_SRMS
Test_System_rev	D
Test_date	5/25/2016
Test_day	146	[Day_of_year]
Test_conductor	Craig Webb
Source_Type	175 watt Xenon_ARC
Monochromator_slit	85	microns
Wavelength_registration_line	361.1652	[nm]
Wavelength_registration_position	431533	[steps]

Comment:	From Japan/Mike Reynolds

Channel	Wavelength	Signal	
900	936	-7.806791E-06	4.592298E-06
900	936.25	-1.006459E-05	4.848616E-06
900	936.5	-5.083097E-06	4.803542E-06
900	936.75	2.944628E-06	3.293447E-06
900	937	1.194001E-05	3.993538E-06
900	937.25	1.620476E-05	5.688453E-06
900	937.5	3.157933E-05	3.834724E-06
900	937.75	4.856663E-05	4.241964E-06
900	938	4.691808E-05	4.537383E-06
900	938.25	4.7599E-05	3.498852E-06
900	938.5	5.910308E-05	3.850491E-06
900	938.75	5.050191E-05	4.342048E-06
900	939	4.476779E-05	3.658929E-06
900	939.25	4.487531E-05	4.476925E-06
900	939.5	4.70256E-05	4.405785E-06
900	939.75	3.663252E-05	5.375758E-06
900	940	4.190073E-05	3.523544E-06
900	940.25	3.068337E-05	3.05845E-06
900	940.5	2.322903E-05	3.874376E-06
900	940.75	3.007413E-05	2.949857E-06
900	941	1.867758E-05	3.569935E-06
900	941.25	2.530766E-05	4.412047E-06
900	941.5	2.473424E-05	3.413128E-06
900	941.75	1.011226E-05	3.339686E-06
900	942	1.097238E-05	3.609527E-06
900	942.25	8.714581E-06	4.476341E-06
900	942.5	1.122324E-05	3.090292E-06
900	942.75	7.066016E-06	3.215529E-06
900	943	3.589717E-06	4.072041E-06
900	943.25	8.929604E-06	4.414145E-06
900	943.5	5.345795E-06	5.103145E-06
900	943.75	1.122325E-05	5.177411E-06
900	944	4.163129E-06	4.292054E-06
900	944.25	4.342318E-06	4.217583E-06
900	944.5	7.961982E-06	5.102989E-06
900	944.75	1.860591E-05	3.998468E-06
900	945	2.021862E-05	2.998034E-06
900	945.25	1.577469E-05	3.678782E-06
900	945.5	2.014695E-05	4.345593E-06
900	945.75	1.98244E-05	4.607401E-06
900	946	2.566603E-05	5.194366E-06
900	946.25	2.193885E-05	3.836491E-06
900	946.5	1.301516E-05	4.957493E-06
900	946.75	1.846255E-05	3.381874E-06
900	947	2.168799E-05	3.64259E-06
900	947.25	1.505794E-05	5.542644E-06
900	947.5	1.659897E-05	4.955107E-06
900	947.75	2.158047E-05	3.718258E-06
900	948	8.965438E-06	3.268176E-06
900	948.25	2.606024E-05	3.69869E-06
900	948.5	1.763827E-05	3.871165E-06
900	948.75	2.290648E-05	4.471274E-06
900	949	2.304983E-05	3.106664E-06
900	949.25	3.26903E-05	4.344967E-06
900	949.5	3.734926E-05	4.673841E-06
900	949.75	3.638163E-05	3.809146E-06
900	950	3.476891E-05	3.471209E-06
900	950.25	3.899781E-05	4.338657E-06
900	950.5	4.634463E-05	3.81186E-06
900	950.75	4.61296E-05	5.355406E-06
900	951	5.315388E-05	4.088816E-06
900	951.25	5.086024E-05	3.512385E-06
900	951.5	5.218625E-05	4.957009E-06
900	951.75	4.645214E-05	4.759735E-06
900	952	4.294001E-05	3.206888E-06
900	952.25	3.903363E-05	3.298798E-06
900	952.5	3.172265E-05	3.078213E-06
900	952.75	2.638276E-05	3.270775E-06
900	953	2.899895E-05	2.894349E-06
900	953.25	2.537931E-05	4.738048E-06
900	953.5	1.667063E-05	3.756398E-06
900	953.75	1.272844E-05	3.815782E-06
900	954	-1.714305E-06	4.154006E-06
900	954.25	8.929603E-06	4.388879E-06
900	954.5	-9.491156E-06	4.405763E-06
900	954.75	3.697244E-06	4.274373E-06
900	955	-1.035128E-05	3.709154E-06
900	955.25	-1.017209E-05	2.548226E-06
900	955.5	-1.880904E-05	3.763331E-06
900	955.75	-8.416013E-06	4.385539E-06
900	956	-9.992887E-06	4.940857E-06
900	956.25	-2.035008E-05	4.265108E-06
900	956.5	-1.995586E-05	2.998018E-06
900	956.75	-2.554659E-05	4.664987E-06
900	957	-2.400556E-05	3.354254E-06
900	957.25	-2.052927E-05	2.906907E-06
900	957.5	-2.400555E-05	5.499758E-06
900	957.75	-2.755351E-05	4.466272E-06
900	958	-2.099517E-05	3.029201E-06
900	958.25	-2.81986E-05	4.725199E-06
900	958.5	-2.837779E-05	6.416915E-06
900	958.75	-2.880786E-05	3.37417E-06
900	959	-2.841363E-05	3.647739E-06
900	959.25	-2.568994E-05	3.397583E-06
900	959.5	-3.045639E-05	4.615997E-06
900	959.75	-2.852115E-05	3.759633E-06
900	960	-4.249796E-05	6.189181E-06
900	960.25	-2.088765E-05	4.284873E-06
900	960.5	-3.027721E-05	3.905301E-06
900	960.75	-2.970381E-05	3.658482E-06
900	961	-3.267835E-05	3.102766E-06
900	961.25	-2.497319E-05	3.443559E-06
900	961.5	-3.482864E-05	4.621607E-06
900	961.75	-3.260669E-05	4.932529E-06
900	962	-2.766103E-05	5.327167E-06
900	962.25	-3.665638E-05	2.402751E-06
900	962.5	-3.085063E-05	4.825226E-06
900	962.75	-3.593963E-05	3.596066E-06
900	963	-2.536741E-05	4.277305E-06
900	963.25	-3.869915E-05	4.704967E-06
900	963.5	-3.077895E-05	3.463436E-06
900	963.75	-3.378934E-05	4.292441E-06
900	964	-2.42206E-05	3.398319E-06
900	964.25	-2.669342E-05	3.854343E-06
900	964.5	-3.328762E-05	4.15824E-06
900	964.75	-3.214081E-05	3.820072E-06
900	965	-3.074313E-05	4.661915E-06
900	965.25	-3.031307E-05	3.397459E-06
900	965.5	-3.314427E-05	3.62911E-06
900	965.75	-2.278708E-05	4.586088E-06
900	966	-2.160443E-05	3.597971E-06
900	966.25	-2.332465E-05	5.129631E-06
900	966.5	-1.905993E-05	2.568754E-06
900	966.75	-2.300211E-05	3.337985E-06
900	967	-2.303795E-05	5.124272E-06
900	967.25	-2.257205E-05	4.55215E-06
900	967.5	-1.436514E-05	4.538259E-06
900	967.75	-1.819981E-05	4.111458E-06
900	968	-1.544029E-05	3.65628E-06
900	968.25	-7.412563E-06	4.481797E-06
900	968.5	3.374693E-06	3.503243E-06
900	968.75	2.567803E-07	3.706349E-06
900	969	2.586256E-06	3.770428E-06
900	969.25	-1.42761E-06	3.098974E-06
900	969.5	-2.323555E-06	4.318039E-06
900	969.75	-6.033284E-07	4.302145E-06
415	390	-0.001095585	2.718959E-05
415	390.25	-0.001094772	2.980329E-05
415	390.5	-0.001018539	3.13482E-05
415	390.75	-0.001019203	3.063657E-05
415	391	-0.001006331	2.666115E-05
415	391.25	-0.001021777	2.645159E-05
415	391.5	-0.001075472	3.165555E-05
415	391.75	-0.001079258	2.943374E-05
415	392	-0.001028702	3.46956E-05
415	392.25	-0.001054645	2.847887E-05
415	392.5	-0.001091549	2.547773E-05
415	392.75	-0.001101464	2.806792E-05
415	393	-0.001126028	2.814557E-05
415	393.25	-0.001014468	3.498811E-05
415	393.5	-0.00104071	3.394431E-05
415	393.75	-0.00106441	3.504395E-05
415	394	-0.001071601	3.016891E-05
415	394.25	-0.001093375	3.760071E-05
415	394.5	-0.001112491	3.154145E-05
415	394.75	-0.001068329	2.85987E-05
415	395	-0.001039563	2.59934E-05
415	395.25	-0.001077829	3.1625E-05
415	395.5	-0.001062981	3.26218E-05
415	395.75	-0.001022705	3.209095E-05
415	396	-0.001028551	3.519324E-05
415	396.25	-0.001106228	2.843442E-05
415	396.5	-0.001028999	3.867291E-05
415	396.75	-0.001046786	2.950075E-05
415	397	-0.00103423	3.298364E-05
415	397.25	-0.001041173	2.755481E-05
415	397.5	-0.001078425	2.767217E-05
415	397.75	-0.001113369	3.516228E-05
415	398	-0.001025627	3.214345E-05
415	398.25	-0.00103144	3.348886E-05
415	398.5	-0.001032286	2.653353E-05
415	398.75	-0.001035857	3.55631E-05
415	399	-0.001111874	3.112507E-05
415	399.25	-0.001106658	3.675853E-05
415	399.5	-0.001121589	3.965202E-05
415	399.75	-0.001105529	3.119288E-05
415	400	-0.001116374	3.591108E-05
415	400.25	-0.001041968	2.82166E-05
415	400.5	-0.001118151	3.371972E-05
415	400.75	-0.001076048	3.28401E-05
415	401	-0.001051617	3.508725E-05
415	401.25	-0.001096874	2.619071E-05
415	401.5	-0.00105042	3.626976E-05
415	401.75	-0.001064604	2.930352E-05
415	402	-0.001050669	3.157244E-05
415	402.25	-0.001023764	2.735828E-05
415	402.5	-0.001105095	2.308118E-05
415	402.75	-0.001079169	3.542211E-05
415	403	-0.001092289	2.915272E-05
415	403.25	-0.001066081	2.559935E-05
415	403.5	-0.001083138	2.952432E-05
415	403.75	-0.001100643	2.950375E-05
415	404	-0.001064769	2.428531E-05
415	404.25	-0.001118829	2.797354E-05
415	404.5	-0.0009949467	4.138063E-05
415	404.75	-0.001063224	2.583244E-05
415	405	-0.001043808	2.314027E-05
415	405.25	-0.001096955	2.370152E-05
415	405.5	-0.001057859	2.621781E-05
415	405.75	-0.001066727	3.140866E-05
415	406	-0.0009981514	3.582454E-05
415	406.25	-0.001047893	2.206055E-05
415	406.5	-0.001011919	3.524848E-05
415	406.75	-0.00100418	3.083089E-05
415	407	-0.001069367	2.748961E-05
415	407.25	-0.001050699	3.188987E-05
415	407.5	-0.001047909	3.412521E-05
415	407.75	-0.0009935663	3.554812E-05
415	408	-0.001019127	3.050867E-05
415	408.25	-0.001025139	2.885836E-05
415	408.5	-0.0009972197	2.96541E-05
415	408.75	-0.001001953	2.792079E-05
415	409	-0.001020023	2.882016E-05
415	409.25	-0.0009765584	3.277583E-05
415	409.5	-0.0009349047	3.44344E-05
415	409.75	-0.0008908426	3.407999E-05
415	410	-0.0008919052	3.167548E-05
415	410.25	-0.0008192107	3.133614E-05
415	410.5	-0.0007599022	3.451021E-05
415	410.75	-0.0007241776	2.081894E-05
415	411	-0.0006561829	3.092354E-05
415	411.25	-0.0005715968	3.572408E-05
415	411.5	-0.0004967762	3.194343E-05
415	411.75	-0.000432286	2.529951E-05
415	412	-0.0004584773	2.729646E-05
415	412.25	-0.0004290971	2.438023E-05
415	412.5	-0.0004400585	2.603936E-05
415	412.75	-0.0003623979	3.195916E-05
415	413	-0.0004063269	2.963552E-05
415	413.25	-0.0003939037	2.143791E-05
415	413.5	-0.0003772291	2.499774E-05
415	413.75	-0.0003719808	3.604668E-05
415	414	-0.0003347781	3.23415E-05
415	414.25	-0.0003616336	2.306999E-05
415	414.5	-0.0003614012	3.390605E-05
415	414.75	-0.0004155441	1.792981E-05
415	415	-0.0003145491	3.63704E-05
415	415.25	-0.0003026409	2.366759E-05
415	415.5	-0.0003844699	3.164156E-05
415	415.75	-0.0004002975	3.114647E-05
415	416	-0.0003142334	3.184814E-05
415	416.25	-0.0003149309	3.199671E-05
415	416.5	-0.0002934065	3.295563E-05
415	416.75	-0.000313054	2.546701E-05
415	417	-0.0002995515	3.220835E-05
415	417.25	-0.000319033	3.479659E-05
415	417.5	-0.0003399759	3.535186E-05
415	417.75	-0.0003099814	3.128345E-05
415	418	-0.0003211919	2.882275E-05
415	418.25	-0.0003148808	3.333175E-05
415	418.5	-0.0003210922	3.042446E-05
415	418.75	-0.0003017768	3.168595E-05
415	419	-0.000246953	2.41741E-05
415	419.25	-0.0001482167	3.669148E-05
415	419.5	-0.0001768328	3.243112E-05
415	419.75	-0.0002422694	3.090416E-05
415	420	-0.0002774954	3.011713E-05
415	420.25	-0.0003246629	2.289095E-05
415	420.5	-0.000358743	3.158726E-05
415	420.75	-0.0004968739	2.58656E-05
415	421	-0.0006018214	2.669225E-05
415	421.25	-0.0006762594	3.188914E-05
415	421.5	-0.0008093412	2.844705E-05
415	421.75	-0.0008685664	3.56181E-05
415	422	-0.0009324915	2.612993E-05
415	422.25	-0.0009245526	3.853141E-05
415	422.5	-0.0009756563	2.700021E-05
415	422.75	-0.001082663	3.492676E-05
415	423	-0.00103802	2.894046E-05
415	423.25	-0.001084922	3.193609E-05
415	423.5	-0.00108165	3.566177E-05
415	423.75	-0.001081932	2.987248E-05
415	424	-0.00112038	3.153973E-05
415	424.25	-0.001058431	3.392486E-05
415	424.5	-0.001083875	3.326698E-05
415	424.75	-0.001047885	2.566246E-05
415	425	-0.001051024	2.750544E-05
415	425.25	-0.001081185	2.508611E-05
415	425.5	-0.001054279	3.342822E-05
415	425.75	-0.001028487	2.983443E-05
415	426	-0.001039116	3.124275E-05
415	426.25	-0.001052004	2.680375E-05
415	426.5	-0.001081334	2.978598E-05
415	426.75	-0.00106544	3.27432E-05
415	427	-0.001028536	3.200314E-05
415	427.25	-0.001058414	2.978954E-05
415	427.5	-0.001060905	2.943646E-05
415	427.75	-0.001075819	2.668195E-05
415	428	-0.001046755	3.086739E-05
415	428.25	-0.001017906	3.013346E-05
415	428.5	-0.001065489	2.840922E-05
415	428.75	-0.001044612	3.293602E-05
415	429	-0.001039115	2.917303E-05
415	429.25	-0.001050907	2.528257E-05
415	429.5	-0.001060821	3.316657E-05
415	429.75	-0.001100316	2.624172E-05
415	430	-0.001066784	2.956065E-05
415	430.25	-0.001065571	2.130018E-05
415	430.5	-0.001067531	3.804501E-05
415	430.75	-0.00106499	2.757303E-05
415	431	-0.001070404	2.429207E-05
415	431.25	-0.001032471	2.902227E-05
415	431.5	-0.001065836	3.599643E-05
415	431.75	-0.001109566	2.975748E-05
415	432	-0.001102756	3.502862E-05
415	432.25	-0.001147399	3.084953E-05
415	432.5	-0.001051105	3.109778E-05
415	432.75	-0.001033383	2.098027E-05
415	433	-0.001057399	3.581704E-05
415	433.25	-0.001055705	2.844507E-05
415	433.5	-0.001088356	3.761398E-05
415	433.75	-0.001077278	2.920743E-05
415	434	-0.001072844	2.949266E-05
415	434.25	-0.001117072	3.405071E-05
415	434.5	-0.001078889	2.533642E-05
415	434.75	-0.001125209	3.383523E-05
415	435	-0.001077245	3.08198E-05
500	480	-0.000959294	3.710811E-05
500	480.25	-0.001027012	3.393941E-05
500	480.5	-0.0009140936	3.915159E-05
500	480.75	-0.0009512164	3.052781E-05
500	481	-0.0009709165	3.228439E-05
500	481.25	-0.000985075	3.237576E-05
500	481.5	-0.0009865779	4.280333E-05
500	481.75	-0.001055117	5.179561E-05
500	482	-0.001002591	3.401178E-05
500	482.25	-0.001023559	2.784769E-05
500	482.5	-0.00094605	3.299942E-05
500	482.75	-0.0009761285	2.631714E-05
500	483	-0.0009715733	3.885217E-05
500	483.25	-0.0009194228	4.450095E-05
500	483.5	-0.00100036	3.071395E-05
500	483.75	-0.0009282512	3.933346E-05
500	484	-0.001022713	4.258993E-05
500	484.25	-0.0009592455	3.450583E-05
500	484.5	-0.0009368449	2.588763E-05
500	484.75	-0.0009327124	4.08651E-05
500	485	-0.001029781	3.266698E-05
500	485.25	-0.0009807297	4.130431E-05
500	485.5	-0.0009284621	3.427988E-05
500	485.75	-0.001015011	3.639994E-05
500	486	-0.0009529756	3.09142E-05
500	486.25	-0.001001416	3.024913E-05
500	486.5	-0.0009785221	2.855244E-05
500	486.75	-0.0009877496	4.166377E-05
500	487	-0.0009627196	3.855762E-05
500	487.25	-0.0009666171	2.974926E-05
500	487.5	-0.0009795783	3.722656E-05
500	487.75	-0.0009701625	3.046458E-05
500	488	-0.0009401309	3.208526E-05
500	488.25	-0.000906812	3.569486E-05
500	488.5	-0.0009034308	4.772217E-05
500	488.75	-0.0009331805	3.173466E-05
500	489	-0.0009521292	4.074584E-05
500	489.25	-0.000840503	4.019997E-05
500	489.5	-0.0008305003	3.716804E-05
500	489.75	-0.0008858904	3.572552E-05
500	490	-0.0008504821	3.631363E-05
500	490.25	-0.0006969198	5.70531E-05
500	490.5	-0.0006237781	2.77905E-05
500	490.75	-0.0005991941	3.948553E-05
500	491	-0.0004897986	2.234081E-05
500	491.25	-0.0002809165	3.932479E-05
500	491.5	-0.000129726	3.742436E-05
500	491.75	0.0001628878	3.838335E-05
500	492	0.000525967	2.66824E-05
500	492.25	0.0008181585	3.195582E-05
500	492.5	0.001151817	3.711937E-05
500	492.75	0.00139005	3.631096E-05
500	493	0.001538189	4.094423E-05
500	493.25	0.001690201	2.303878E-05
500	493.5	0.00168621	3.554829E-05
500	493.75	0.001731222	3.475417E-05
500	494	0.001679306	2.86448E-05
500	494.25	0.001574043	3.142628E-05
500	494.5	0.001561481	3.749215E-05
500	494.75	0.001512618	2.649388E-05
500	495	0.001522527	3.566977E-05
500	495.25	0.001532365	3.373562E-05
500	495.5	0.001524734	2.964762E-05
500	495.75	0.001520132	2.791499E-05
500	496	0.001536193	3.571477E-05
500	496.25	0.001537038	2.413657E-05
500	496.5	0.001568431	2.202751E-05
500	496.75	0.00153152	3.424047E-05
500	497	0.001528984	3.057582E-05
500	497.25	0.001542673	3.6717E-05
500	497.5	0.001558828	3.147841E-05
500	497.75	0.001577189	3.19048E-05
500	498	0.00149745	2.587122E-05
500	498.25	0.001565543	2.891416E-05
500	498.5	0.00158259	4.14221E-05
500	498.75	0.001495759	3.439612E-05
500	499	0.001551126	3.591676E-05
500	499.25	0.001449291	3.698455E-05
500	499.5	0.001408552	4.40648E-05
500	499.75	0.001347855	3.397314E-05
500	500	0.00132475	4.578096E-05
500	500.25	0.001279269	3.406263E-05
500	500.5	0.001074354	2.561753E-05
500	500.75	0.001033615	3.555212E-05
500	501	0.0008169608	2.181573E-05
500	501.25	0.0006661453	4.063783E-05
500	501.5	0.0004000408	3.902913E-05
500	501.75	0.0001402995	3.873192E-05
500	502	-0.0001516566	3.213265E-05
500	502.25	-0.0003612899	3.102765E-05
500	502.5	-0.0005706178	3.901144E-05
500	502.75	-0.000651273	4.72557E-05
500	503	-0.0007139186	3.411418E-05
500	503.25	-0.0008204728	4.73528E-05
500	503.5	-0.00087753	3.649652E-05
500	503.75	-0.0009597349	4.003674E-05
500	504	-0.0008888946	3.776258E-05
500	504.25	-0.001028157	3.680699E-05
500	504.5	-0.0009900012	3.02391E-05
500	504.75	-0.0009618481	3.462479E-05
500	505	-0.0009820412	3.03827E-05
500	505.25	-0.001010805	3.57455E-05
500	505.5	-0.0009399408	4.471148E-05
500	505.75	-0.0009857275	2.477473E-05
500	506	-0.000911318	3.613883E-05
500	506.25	-0.0009981487	3.345117E-05
500	506.5	-0.001024235	3.953302E-05
500	506.75	-0.001055182	3.349511E-05
500	507	-0.0009881456	3.579617E-05
500	507.25	-0.001005498	4.627507E-05
500	507.5	-0.001011767	2.861597E-05
500	507.75	-0.0009507881	3.401969E-05
500	508	-0.0009671542	3.905872E-05
500	508.25	-0.00096281	3.24422E-05
500	508.5	-0.0009427107	3.347298E-05
500	508.75	-0.0009495672	3.476312E-05
500	509	-0.000961002	3.323628E-05
500	509.25	-0.0009828621	4.428245E-05
500	509.5	-0.001018834	3.269178E-05
500	509.75	-0.0009910804	4.263068E-05
500	510	-0.0009078891	4.407885E-05
500	510.25	-0.001012424	3.158104E-05
500	510.5	-0.0009868538	4.691058E-05
500	510.75	-0.001010357	3.176262E-05
500	511	-0.0009444947	3.291155E-05
500	511.25	-0.000994954	3.439849E-05
500	511.5	-0.0009872054	3.093949E-05
500	511.75	-0.0009756297	2.241789E-05
500	512	-0.0009517031	2.792768E-05
500	512.25	-0.0009816404	3.845489E-05
500	512.5	-0.001029	2.693164E-05
500	512.75	-0.0009752536	2.917687E-05
500	513	-0.001031466	3.817325E-05
500	513.25	-0.0009733281	3.052524E-05
500	513.5	-0.001005966	3.788108E-05
500	513.75	-0.0009790339	4.40786E-05
500	514	-0.001001317	3.862882E-05
500	514.25	-0.000951233	3.208758E-05
500	514.5	-0.00101099	5.00674E-05
500	514.75	-0.001019091	3.259546E-05
500	515	-0.0009720597	3.340853E-05
500	515.25	-0.001012	4.362036E-05
500	515.5	-0.0009891065	3.695422E-05
500	515.75	-0.0009542146	3.012887E-05
500	516	-0.001023716	3.245036E-05
500	516.25	-0.0009637944	4.110161E-05
500	516.5	-0.001009369	2.66478E-05
500	516.75	-0.0009653203	3.157672E-05
500	517	-0.001032052	3.508998E-05
500	517.25	-0.0009621505	3.698217E-05
500	517.5	-0.001011436	2.52769E-05
500	517.75	-0.001034869	3.80469E-05
500	518	-0.0009766141	3.079915E-05
500	518.25	-0.0009461367	4.250848E-05
500	518.5	-0.0009847851	3.845802E-05
500	518.75	-0.001015803	3.644715E-05
500	519	-0.0009241354	2.855717E-05
500	519.25	-0.0009298174	2.777843E-05
500	519.5	-0.0009978164	2.069838E-05
500	519.75	-0.0009532976	2.71051E-05
500	520	-0.001024842	3.271679E-05
500	520.25	-0.000979525	3.730601E-05
500	520.5	-0.001030783	2.720385E-05
500	520.75	-0.0009977692	3.012655E-05
500	521	-0.001039752	4.280176E-05
500	521.25	-0.0009869447	2.39202E-05
500	521.5	-0.001062035	4.02458E-05
500	521.75	-0.001009885	3.112612E-05
500	522	-0.001017399	2.641325E-05
500	522.25	-0.0009954682	3.56129E-05
500	522.5	-0.0009558564	3.383766E-05
500	522.75	-0.001001855	3.596098E-05
500	523	-0.0009911241	3.938129E-05
500	523.25	-0.001033295	3.851279E-05
500	523.5	-0.000957242	3.193686E-05
500	523.75	-0.0009234303	3.56706E-05
500	524	-0.0009497518	4.175371E-05
500	524.25	-0.0009750167	3.484883E-05
500	524.5	-0.0009816851	3.375225E-05
500	524.75	-0.0009656245	3.36334E-05
615	590	-0.001114616	3.330563E-05
615	590.25	-0.001098476	3.220042E-05
615	590.5	-0.001106298	3.139915E-05
615	590.75	-0.001119033	3.495978E-05
615	591	-0.001085704	3.596264E-05
615	591.25	-0.001159429	2.432433E-05
615	591.5	-0.001133075	2.321828E-05
615	591.75	-0.001125014	3.037707E-05
615	592	-0.001082447	3.732364E-05
615	592.25	-0.001067945	3.384787E-05
615	592.5	-0.001072417	2.525962E-05
615	592.75	-0.001100979	2.619298E-05
615	593	-0.00112553	3.369156E-05
615	593.25	-0.001126542	2.74526E-05
615	593.5	-0.001094685	2.679197E-05
615	593.75	-0.001141688	2.682264E-05
615	594	-0.001052007	2.612621E-05
615	594.25	-0.00111169	3.469174E-05
615	594.5	-0.001108488	2.032375E-05
615	594.75	-0.001121481	3.240827E-05
615	595	-0.001150282	3.213131E-05
615	595.25	-0.001131014	2.984763E-05
615	595.5	-0.001133774	2.804146E-05
615	595.75	-0.001110954	2.363645E-05
615	596	-0.001075582	3.629372E-05
615	596.25	-0.00109463	3.558701E-05
615	596.5	-0.001108193	3.88029E-05
615	596.75	-0.001086367	2.705513E-05
615	597	-0.001114082	4.04865E-05
615	597.25	-0.001166919	3.47927E-05
615	597.5	-0.001119217	3.247469E-05
615	597.75	-0.001098347	3.040372E-05
615	598	-0.001138025	3.015252E-05
615	598.25	-0.001047057	2.78818E-05
615	598.5	-0.001078876	4.655431E-05
615	598.75	-0.001080036	2.909928E-05
615	599	-0.001053498	3.752666E-05
615	599.25	-0.001102727	3.603586E-05
615	599.5	-0.0010507	2.961533E-05
615	599.75	-0.001097905	2.631827E-05
615	600	-0.001078029	3.592458E-05
615	600.25	-0.001069656	2.896478E-05
615	600.5	-0.001080974	3.608839E-05
615	600.75	-0.001102966	2.812821E-05
615	601	-0.001027511	2.499939E-05
615	601.25	-0.001057583	3.089709E-05
615	601.5	-0.001116014	2.451308E-05
615	601.75	-0.001077716	2.633911E-05
615	602	-0.001055301	3.679554E-05
615	602.25	-0.001073667	3.355668E-05
615	602.5	-0.00107893	3.115786E-05
615	602.75	-0.001059625	2.920884E-05
615	603	-0.001050221	3.96675E-05
615	603.25	-0.0009944583	3.0673E-05
615	603.5	-0.001084728	3.109414E-05
615	603.75	-0.001041203	3.221366E-05
615	604	-0.001028523	3.23826E-05
615	604.25	-0.001053405	3.707588E-05
615	604.5	-0.001054913	2.852939E-05
615	604.75	-0.001027492	2.994658E-05
615	605	-0.0009019071	3.472157E-05
615	605.25	-0.0008857856	2.52792E-05
615	605.5	-0.0008927789	3.346926E-05
615	605.75	-0.0009083851	3.13E-05
615	606	-0.0008943801	3.424454E-05
615	606.25	-0.0008598735	2.879361E-05
615	606.5	-0.0007777756	2.915758E-05
615	606.75	-0.0007461767	2.913738E-05
615	607	-0.0006290755	2.895276E-05
615	607.25	-0.0005918454	2.809806E-05
615	607.5	-0.00046799	3.419103E-05
615	607.75	-0.0003096467	3.007621E-05
615	608	-0.0001933552	3.467033E-05
615	608.25	-9.75652E-05	3.665665E-05
615	608.5	7.001684E-05	2.778599E-05
615	608.75	0.0001900813	3.229894E-05
615	609	0.0003826187	3.099184E-05
615	609.25	0.0005611881	2.684919E-05
615	609.5	0.0007701969	3.211708E-05
615	609.75	0.001044262	3.48395E-05
615	610	0.001150468	2.988283E-05
615	610.25	0.00132659	3.119089E-05
615	610.5	0.001575442	3.284762E-05
615	610.75	0.00166019	2.854476E-05
615	611	0.001785738	1.725251E-05
615	611.25	0.001844722	4.306807E-05
615	611.5	0.001822988	3.206497E-05
615	611.75	0.001831876	2.965702E-05
615	612	0.00186537	2.697378E-05
615	612.25	0.001856058	2.481952E-05
615	612.5	0.001833311	2.66253E-05
615	612.75	0.001829281	3.030514E-05
615	613	0.001825047	3.773854E-05
615	613.25	0.001814668	2.573658E-05
615	613.5	0.001893342	3.235162E-05
615	613.75	0.001884307	2.937937E-05
615	614	0.001853352	3.315024E-05
615	614.25	0.00185407	2.89537E-05
615	614.5	0.001814852	3.16893E-05
615	614.75	0.001863695	3.124249E-05
615	615	0.001833402	3.047679E-05
615	615.25	0.001735919	2.614175E-05
615	615.5	0.001718031	2.950021E-05
615	615.75	0.001700731	3.425882E-05
615	616	0.00159423	3.472277E-05
615	616.25	0.001589316	3.183028E-05
615	616.5	0.001539811	3.745463E-05
615	616.75	0.001423151	2.635186E-05
615	617	0.001390706	2.753279E-05
615	617.25	0.001186464	3.601877E-05
615	617.5	0.001159411	2.585254E-05
615	617.75	0.001018808	2.859133E-05
615	618	0.0008653229	2.63454E-05
615	618.25	0.0007505775	3.850264E-05
615	618.5	0.0006207408	3.343342E-05
615	618.75	0.0005184727	3.042817E-05
615	619	0.0003245552	2.707172E-05
615	619.25	0.0001750822	3.294953E-05
615	619.5	2.428421E-05	3.475779E-05
615	619.75	-0.0001095825	3.110371E-05
615	620	-0.0002134331	2.808594E-05
615	620.25	-0.0004110306	2.973556E-05
615	620.5	-0.0004752953	4.338136E-05
615	620.75	-0.0005820719	2.791068E-05
615	621	-0.0007142638	2.789338E-05
615	621.25	-0.0007820805	3.323539E-05
615	621.5	-0.0008298558	3.660676E-05
615	621.75	-0.000960336	2.925602E-05
615	622	-0.0009454845	3.204908E-05
615	622.25	-0.0009886772	3.302264E-05
615	622.5	-0.0009820154	3.051212E-05
615	622.75	-0.001039048	1.90215E-05
615	623	-0.00104755	3.98728E-05
615	623.25	-0.001053844	2.757205E-05
615	623.5	-0.001031116	2.916561E-05
615	623.75	-0.001035073	3.830812E-05
615	624	-0.001100865	3.259635E-05
615	624.25	-0.001114851	3.343753E-05
615	624.5	-0.00110865	3.307898E-05
615	624.75	-0.001089547	3.50359E-05
615	625	-0.001086013	3.441475E-05
615	625.25	-0.001154842	3.587407E-05
615	625.5	-0.001210144	3.333831E-05
615	625.75	-0.001150167	2.525695E-05
615	626	-0.001139217	2.877272E-05
615	626.25	-0.001131727	2.857639E-05
615	626.5	-0.001140469	3.952053E-05
615	626.75	-0.001134524	1.98346E-05
615	627	-0.001187857	3.929326E-05
615	627.25	-0.001158854	2.312595E-05
615	627.5	-0.00108651	3.695455E-05
615	627.75	-0.001158909	2.528198E-05
615	628	-0.001211727	3.032611E-05
615	628.25	-0.001107692	3.2689E-05
615	628.5	-0.001155155	3.608541E-05
615	628.75	-0.001125727	2.275378E-05
615	629	-0.001175766	4.59191E-05
615	629.25	-0.00110679	3.126568E-05
